Port/Protocol Combination Counts: 

port,protocol,count
6532,udp,1
8227,udp,1
31751,udp,1
37019,tcp,1
32566,icmp,1
4669,icmp,1
6218,icmp,1
851,tcp,7
19821,tcp,1
43715,icmp,1
491,tcp,10
25464,udp,2
912,icmp,5
53561,udp,1
64313,udp,1
42384,icmp,1
8367,udp,1
43459,udp,1
51055,tcp,1
16860,udp,1
47007,icmp,3
869,icmp,5
698,udp,6
61275,tcp,1
27482,tcp,1
36007,tcp,1
876,tcp,6
117,udp,12
119,udp,3
920,tcp,9
3832,icmp,1
62926,udp,1
30181,icmp,1
50178,udp,2
935,tcp,7
46584,icmp,1
173,icmp,7
30041,icmp,1
3156,icmp,1
16195,tcp,1
59600,icmp,1
48103,tcp,1
78,tcp,6
16559,udp,1
41335,tcp,1
1018,udp,5
44036,tcp,2
21306,tcp,1
129,icmp,10
4722,icmp,1
16597,tcp,1
38340,udp,1
11621,tcp,1
6077,udp,1
41435,icmp,1
59652,udp,1
23672,udp,1
652,tcp,14
59066,udp,1
3032,tcp,1
54167,udp,2
18350,udp,1
23933,udp,1
3533,tcp,1
37015,udp,1
47132,udp,1
2936,udp,1
55,tcp,13
329,udp,10
633,tcp,8
505,icmp,9
37534,icmp,1
6791,icmp,1
60138,icmp,1
604,icmp,11
20598,udp,1
25641,udp,1
37424,udp,1
11231,icmp,1
57243,tcp,1
945,udp,13
47318,udp,1
658,udp,10
52941,udp,1
1169,icmp,1
51601,udp,1
481,udp,15
26594,icmp,1
1687,tcp,1
26733,tcp,1
32014,udp,1
14565,tcp,1
22476,icmp,2
49191,icmp,1
53504,udp,1
306,tcp,7
62467,udp,1
979,icmp,7
21867,tcp,1
6280,tcp,1
42610,udp,1
19243,icmp,1
724,icmp,11
26212,icmp,1
19360,tcp,1
18069,icmp,1
39859,udp,1
4,udp,8
35238,udp,1
33864,udp,1
41,tcp,11
46957,icmp,1
28033,tcp,1
19039,icmp,1
52923,tcp,1
580,icmp,11
48421,tcp,1
43,icmp,11
59687,icmp,1
635,icmp,13
37115,udp,1
1004,tcp,9
36417,udp,1
38462,tcp,1
12034,udp,2
48308,tcp,1
45705,tcp,1
46856,icmp,1
51125,icmp,1
24393,tcp,1
219,udp,11
19806,icmp,1
5666,udp,1
23715,udp,1
255,udp,6
56236,udp,1
60859,udp,1
23900,udp,1
866,udp,6
7787,icmp,1
982,icmp,6
56680,tcp,1
59860,tcp,1
58494,icmp,1
53920,udp,1
25187,udp,1
63212,icmp,1
64407,icmp,3
46091,tcp,1
9743,udp,2
31271,icmp,1
35594,udp,2
21190,udp,1
41732,udp,1
45763,icmp,1
537,tcp,5
61953,tcp,1
82,tcp,8
20777,tcp,2
37539,tcp,1
34154,tcp,1
48609,tcp,1
44991,icmp,1
51329,icmp,1
26605,tcp,1
13915,udp,1
41790,udp,1
24909,tcp,1
11930,icmp,1
6623,udp,1
45329,tcp,1
297,tcp,8
32209,udp,1
15119,tcp,1
25059,icmp,1
47334,icmp,1
8948,udp,1
1002,tcp,9
674,udp,6
48201,icmp,1
12858,tcp,2
729,udp,7
53860,icmp,1
27710,icmp,1
61174,icmp,1
9296,udp,1
10376,icmp,1
575,icmp,8
45567,icmp,1
13532,udp,1
29510,tcp,1
7802,icmp,1
36510,udp,1
42891,udp,1
37699,icmp,1
46008,icmp,1
56824,icmp,1
40416,icmp,1
751,icmp,10
404,udp,8
46563,udp,2
5917,icmp,1
825,tcp,5
862,udp,6
3424,icmp,2
55129,udp,1
49406,tcp,1
22679,icmp,2
4023,icmp,1
44656,tcp,1
11070,tcp,1
34501,icmp,1
27280,icmp,1
425,udp,8
59487,icmp,1
342,udp,7
42575,tcp,1
18925,icmp,1
433,udp,11
22285,tcp,1
59630,tcp,1
33483,icmp,1
484,udp,8
608,tcp,12
25291,udp,1
25484,udp,1
3379,tcp,1
25011,udp,1
13736,icmp,1
17723,udp,1
13294,udp,1
6046,udp,1
26782,udp,1
34981,tcp,1
44464,udp,1
5009,udp,1
65168,icmp,1
30618,icmp,1
558,tcp,8
1023,udp,4
23061,icmp,1
63684,icmp,1
67,tcp,10
53691,icmp,2
8074,icmp,1
51371,udp,1
949,udp,10
64162,icmp,3
755,icmp,3
1729,icmp,1
41446,icmp,1
479,icmp,8
45966,udp,1
14557,icmp,1
30550,udp,1
54207,tcp,1
61069,udp,1
61575,tcp,1
32871,udp,1
6076,tcp,1
57636,tcp,2
58686,tcp,1
5684,udp,1
16682,udp,1
6372,icmp,2
8941,icmp,1
293,tcp,4
35299,tcp,1
38076,udp,1
30188,tcp,1
35908,icmp,1
38191,icmp,2
789,icmp,8
24292,icmp,1
661,tcp,6
20364,icmp,1
44538,tcp,1
53251,udp,1
62959,icmp,1
24397,icmp,1
43841,udp,1
31020,tcp,1
51481,udp,1
56386,udp,1
15021,tcp,1
1900,tcp,1
34720,tcp,1
58797,udp,1
247,icmp,3
63377,udp,1
444,udp,9
65475,udp,1
196,tcp,6
11,icmp,15
1012,icmp,10
33709,icmp,1
39924,tcp,1
14559,icmp,1
40346,udp,1
25035,udp,1
8104,udp,1
29467,tcp,1
26130,tcp,1
634,udp,4
48828,udp,1
8975,icmp,1
31010,tcp,1
37587,icmp,1
44039,udp,1
582,icmp,6
17080,udp,1
241,tcp,10
24127,udp,1
757,icmp,2
1001,tcp,8
62131,udp,1
676,icmp,4
45,icmp,9
45848,udp,1
42727,tcp,1
47545,udp,1
323,icmp,7
799,tcp,8
36816,tcp,1
16429,tcp,1
863,tcp,15
24028,icmp,1
56373,tcp,1
612,icmp,6
5591,icmp,1
43097,tcp,3
38794,udp,1
1013,tcp,13
10691,udp,1
326,icmp,4
63312,tcp,1
24587,tcp,1
373,udp,7
59584,icmp,1
18836,tcp,1
17779,udp,1
56133,tcp,1
61031,icmp,2
13179,udp,1
33659,tcp,1
58172,tcp,1
31866,icmp,2
64896,udp,1
855,udp,10
20127,tcp,1
908,tcp,7
17924,tcp,1
32883,udp,1
61,tcp,5
956,udp,8
37718,tcp,1
895,icmp,7
57761,udp,1
63242,tcp,1
53951,icmp,1
60307,tcp,1
20689,icmp,1
60846,tcp,2
45211,icmp,1
34643,udp,1
55472,icmp,1
609,udp,11
49934,icmp,1
27153,icmp,1
28708,udp,1
38400,tcp,1
58048,tcp,1
19813,icmp,1
53171,tcp,1
20963,tcp,1
39119,tcp,1
26085,icmp,2
59264,tcp,1
1001,udp,9
19946,tcp,1
9741,tcp,1
14149,tcp,1
610,tcp,6
795,icmp,5
28797,tcp,1
501,icmp,4
30753,tcp,1
5122,icmp,1
28182,tcp,1
16480,icmp,1
32792,udp,2
641,udp,6
65261,tcp,1
57013,udp,1
34537,icmp,1
41229,udp,1
64067,icmp,1
12707,tcp,1
440,tcp,5
60137,tcp,1
10144,icmp,1
15876,udp,1
43364,tcp,1
31838,tcp,1
27135,icmp,1
56020,icmp,1
4512,icmp,1
48859,udp,1
18180,udp,1
19356,udp,1
40686,tcp,1
10759,udp,1
149,tcp,9
31636,icmp,1
21939,icmp,1
6655,tcp,1
50319,icmp,1
27343,icmp,1
45147,udp,1
57695,icmp,1
25666,icmp,1
28579,tcp,1
245,icmp,9
52928,tcp,1
43349,tcp,2
33390,udp,1
29417,udp,1
2454,udp,1
2617,icmp,1
392,icmp,4
33133,tcp,2
16512,udp,2
5270,icmp,1
608,udp,5
704,tcp,11
6184,icmp,1
36311,tcp,1
932,icmp,6
33986,icmp,1
29127,udp,1
4000,udp,1
24743,tcp,1
53834,udp,1
18555,tcp,1
34301,icmp,1
55871,icmp,1
54922,tcp,2
484,tcp,9
20939,icmp,1
31446,tcp,1
12328,tcp,1
22322,icmp,2
4482,icmp,1
10222,icmp,1
29470,icmp,1
7981,tcp,1
3379,udp,1
850,tcp,6
27531,icmp,1
14409,udp,2
18878,icmp,1
28058,udp,1
32420,udp,1
40362,icmp,1
62069,icmp,1
30137,tcp,1
29636,udp,1
19584,udp,2
11226,icmp,1
52038,icmp,1
34033,icmp,1
31116,icmp,2
37789,icmp,1
971,tcp,15
30686,icmp,1
21348,udp,1
59331,udp,1
10395,udp,1
45583,icmp,1
22734,icmp,1
32004,udp,1
40521,udp,1
1012,udp,3
47581,udp,1
72,tcp,9
1245,udp,1
42292,tcp,1
518,udp,12
320,udp,7
57309,udp,1
11274,icmp,2
1023,icmp,8
61644,icmp,1
786,icmp,3
59568,icmp,1
16615,tcp,1
19706,tcp,1
50,icmp,7
31399,tcp,1
52268,tcp,1
39646,udp,1
9745,icmp,1
25578,udp,1
18762,tcp,1
826,udp,6
60285,icmp,1
27,udp,11
33054,udp,2
4024,icmp,1
33389,udp,1
605,udp,9
14308,tcp,1
23303,tcp,1
38294,icmp,1
56748,tcp,1
442,tcp,10
2594,icmp,2
19833,tcp,1
348,tcp,8
914,udp,10
44308,udp,1
44340,tcp,1
50040,icmp,1
17892,tcp,1
61244,udp,1
24353,udp,1
59152,udp,1
61810,icmp,1
37920,udp,1
104,icmp,6
11503,tcp,1
653,udp,11
24284,icmp,1
44138,udp,1
28618,tcp,1
111,icmp,12
988,icmp,6
273,icmp,6
30094,udp,2
4044,udp,1
18492,udp,1
514,udp,7
59764,udp,1
45473,tcp,1
2371,udp,1
6939,tcp,2
46721,icmp,1
42411,tcp,1
6918,tcp,1
40913,udp,1
46017,udp,1
65170,udp,1
42642,tcp,1
29595,udp,1
48388,tcp,1
32647,udp,2
32551,tcp,1
601,udp,4
15468,udp,1
90,tcp,8
40720,tcp,1
55626,tcp,1
30950,udp,1
25552,icmp,1
47416,icmp,1
825,udp,10
18241,tcp,2
42287,udp,1
798,udp,13
24349,icmp,1
2963,icmp,1
294,tcp,8
23298,tcp,1
4025,tcp,1
60517,icmp,2
25382,icmp,1
60361,tcp,2
3766,icmp,1
58360,icmp,1
2546,tcp,1
60714,icmp,1
54615,tcp,1
389,tcp,9
25983,tcp,1
21294,icmp,1
5020,tcp,1
59347,tcp,1
13560,icmp,1
27672,udp,1
632,udp,11
64634,icmp,1
4884,icmp,1
9658,udp,1
133,udp,6
52719,udp,1
10038,udp,3
34457,icmp,1
29490,tcp,1
1847,icmp,2
62202,icmp,1
791,icmp,8
39197,icmp,1
46376,tcp,1
754,udp,6
63802,tcp,2
33161,tcp,1
62071,icmp,1
46821,udp,1
127,udp,2
4577,icmp,1
65278,icmp,1
11789,udp,1
21878,udp,2
26357,udp,1
22168,tcp,1
60431,udp,1
330,icmp,4
46140,udp,1
13951,icmp,1
38712,tcp,1
18352,tcp,1
65377,icmp,1
7508,tcp,1
51392,udp,2
22036,udp,1
573,icmp,10
41172,icmp,1
728,tcp,5
55782,icmp,1
23916,udp,1
61366,udp,1
61306,icmp,2
40262,tcp,1
63581,tcp,1
182,udp,7
42137,icmp,1
39576,tcp,1
34790,udp,1
10245,udp,1
30874,tcp,1
10098,tcp,1
45940,icmp,1
31000,tcp,1
3658,tcp,2
13269,udp,1
10603,icmp,1
5658,tcp,1
2718,udp,1
29277,icmp,1
25281,icmp,1
27896,tcp,2
38807,udp,1
878,icmp,7
26890,udp,1
44754,tcp,1
35924,udp,1
47937,icmp,1
45972,icmp,1
923,udp,9
41053,udp,1
32358,tcp,1
184,tcp,8
17041,udp,2
50477,icmp,1
35004,udp,1
65184,udp,1
17649,icmp,1
262,icmp,5
52232,tcp,1
14975,tcp,1
63855,udp,1
47022,icmp,1
811,tcp,7
39101,icmp,2
28016,udp,1
34921,udp,1
48305,tcp,2
162,tcp,5
1004,udp,7
463,icmp,5
52104,tcp,1
53523,icmp,1
1437,udp,1
37276,udp,2
34631,icmp,2
11478,udp,1
13923,tcp,1
24909,icmp,1
18507,udp,1
46800,icmp,1
40618,tcp,1
23613,tcp,1
3761,icmp,1
35793,udp,1
40899,tcp,1
53154,udp,1
54618,tcp,1
45669,udp,1
5430,udp,1
296,tcp,6
56326,tcp,1
42837,udp,1
30259,icmp,1
16476,udp,1
13,icmp,5
893,icmp,5
24892,tcp,1
572,udp,7
62977,icmp,1
33915,udp,1
17143,tcp,1
42998,udp,1
37321,udp,1
14205,udp,2
45042,icmp,1
400,udp,10
5287,udp,1
939,tcp,11
690,icmp,7
12311,tcp,1
56516,udp,1
61996,tcp,1
58336,tcp,1
5438,udp,1
59479,udp,1
833,icmp,9
64331,icmp,1
63128,icmp,1
12333,icmp,1
59901,tcp,1
14648,udp,1
486,tcp,4
64025,tcp,1
978,udp,8
32394,icmp,1
940,udp,8
20014,udp,1
264,icmp,4
50090,udp,1
49516,udp,1
22252,udp,1
30780,icmp,1
200,tcp,4
59434,tcp,1
13812,tcp,1
27335,icmp,1
27877,tcp,1
63,icmp,8
44371,tcp,1
54587,udp,1
49,tcp,10
17264,udp,1
763,udp,4
44868,udp,1
43697,udp,1
41205,icmp,1
797,icmp,5
51151,udp,2
61879,tcp,1
52941,icmp,1
32169,tcp,1
43510,tcp,1
49526,udp,1
17034,udp,1
5149,tcp,1
28710,tcp,1
3288,icmp,1
65358,udp,1
11655,udp,1
6777,tcp,1
34034,tcp,1
7647,tcp,1
2031,tcp,1
85,tcp,8
54342,tcp,1
34158,icmp,1
50755,udp,1
35168,udp,1
632,tcp,9
46,udp,6
20388,tcp,1
49212,udp,1
55075,icmp,1
40744,udp,1
3275,tcp,1
18408,udp,1
2699,udp,1
46906,tcp,2
65477,tcp,1
65428,icmp,1
98,icmp,6
3881,icmp,1
42406,icmp,1
17836,udp,1
56378,tcp,1
55144,udp,1
999,tcp,9
16712,icmp,1
39961,icmp,1
40830,tcp,1
26225,tcp,1
42260,udp,1
54971,udp,1
54952,tcp,2
26542,tcp,1
4106,udp,1
60600,tcp,1
413,udp,9
8210,tcp,1
43408,icmp,1
16364,tcp,1
365,icmp,10
61835,icmp,1
18352,icmp,1
19,udp,10
37348,tcp,1
59300,tcp,1
42,udp,4
57126,udp,1
30410,tcp,1
29251,icmp,1
283,udp,8
1864,udp,1
1460,udp,1
46892,udp,1
21042,udp,1
27621,tcp,1
840,icmp,1
65394,tcp,1
27944,tcp,2
39835,icmp,1
36227,tcp,1
12109,tcp,1
20600,udp,1
28271,udp,1
23352,icmp,1
21112,udp,1
6493,icmp,1
32125,udp,1
26860,icmp,1
643,tcp,6
483,icmp,9
25366,icmp,1
15431,tcp,1
451,udp,5
34895,icmp,1
62325,udp,2
22359,udp,1
853,udp,10
39212,tcp,1
16328,icmp,1
12649,tcp,1
59963,icmp,1
35357,icmp,2
46554,udp,1
15753,icmp,1
25934,icmp,1
59877,udp,2
63806,tcp,1
16559,icmp,1
23972,tcp,1
34267,tcp,1
24429,udp,1
781,udp,11
59562,tcp,1
30407,tcp,1
37524,tcp,1
44586,tcp,1
52410,icmp,1
50260,tcp,1
32211,icmp,1
10974,icmp,1
14746,icmp,1
16209,icmp,1
152,tcp,12
40486,udp,1
45636,tcp,1
8917,udp,1
36541,udp,1
8279,icmp,1
642,tcp,9
62071,tcp,1
35837,tcp,1
16296,tcp,1
17621,udp,1
44155,udp,1
11510,icmp,2
58972,udp,1
915,udp,12
61952,udp,1
51013,icmp,1
21125,icmp,2
53465,udp,1
11433,icmp,1
53879,udp,1
34409,icmp,2
59320,udp,1
333,tcp,13
509,icmp,9
30119,tcp,2
444,icmp,8
456,udp,8
51874,udp,1
895,tcp,8
22852,tcp,1
30814,udp,2
38804,tcp,1
48467,icmp,2
47759,udp,1
33452,tcp,1
47062,udp,1
244,tcp,5
45379,icmp,1
40396,tcp,1
16520,icmp,1
133,tcp,9
54906,tcp,1
39903,udp,1
986,tcp,6
43596,tcp,1
31152,udp,1
43744,tcp,2
19207,icmp,1
337,tcp,12
32629,tcp,1
1494,icmp,1
39108,icmp,1
26625,icmp,1
38249,tcp,1
62777,tcp,1
17649,udp,1
65153,tcp,1
32967,tcp,1
23282,udp,1
6806,icmp,1
14431,icmp,1
54346,udp,1
38944,tcp,1
2165,icmp,1
9436,tcp,1
63472,icmp,1
417,tcp,8
61680,icmp,1
11240,icmp,1
44635,udp,1
33941,icmp,1
53035,icmp,1
61450,udp,1
8341,udp,1
27976,tcp,1
58711,tcp,1
598,udp,5
48683,udp,1
27610,icmp,1
23936,icmp,1
680,tcp,9
37858,icmp,1
439,icmp,13
29478,udp,1
55909,tcp,1
48226,icmp,2
60112,udp,1
88,udp,4
64709,icmp,1
554,icmp,13
31857,icmp,1
617,icmp,14
47764,tcp,1
41200,icmp,1
25051,icmp,1
15491,icmp,1
740,tcp,7
231,tcp,11
36293,icmp,1
15650,tcp,1
43839,icmp,1
63082,tcp,1
819,icmp,12
17928,icmp,1
48217,tcp,1
47435,udp,1
45733,icmp,1
24307,icmp,1
7803,icmp,1
292,udp,11
12373,udp,2
28083,icmp,1
54216,udp,1
19935,udp,1
27417,icmp,1
149,udp,7
36129,tcp,1
25120,tcp,1
51400,tcp,1
550,tcp,5
609,tcp,12
9206,icmp,1
57670,icmp,1
36588,tcp,1
9947,tcp,1
521,tcp,8
30550,icmp,1
134,udp,6
4533,tcp,1
6258,udp,1
629,icmp,9
44353,udp,1
38692,icmp,1
63029,tcp,1
13837,tcp,1
17248,icmp,1
56245,tcp,1
36555,tcp,1
21630,udp,1
10455,icmp,1
22977,udp,1
471,udp,6
719,tcp,7
21850,tcp,2
2941,tcp,1
7023,tcp,1
541,tcp,11
1177,icmp,1
8435,icmp,1
44835,tcp,1
53707,tcp,1
109,udp,7
3044,udp,1
19975,icmp,1
13242,udp,1
898,tcp,7
29,icmp,6
18018,icmp,1
55947,icmp,2
16131,tcp,1
15273,icmp,1
23090,udp,1
48536,icmp,1
19063,udp,1
25167,tcp,1
33532,tcp,1
32,icmp,5
269,udp,9
65390,udp,1
53,tcp,4
61181,udp,1
24507,icmp,1
60167,udp,1
62519,udp,2
62463,tcp,1
27579,icmp,1
45402,tcp,1
8484,icmp,1
37417,tcp,1
998,udp,7
272,icmp,7
29936,udp,1
49930,udp,1
242,icmp,10
1195,tcp,1
4373,tcp,1
4419,tcp,1
25235,tcp,1
662,udp,12
29374,tcp,1
47869,udp,2
339,udp,6
25756,udp,1
820,icmp,5
25046,tcp,1
47457,tcp,1
15849,icmp,2
23109,tcp,1
48020,icmp,1
4271,udp,1
51145,tcp,2
49737,icmp,1
40962,tcp,1
36496,udp,1
49155,udp,1
55939,udp,1
58141,udp,1
47,icmp,6
37362,icmp,1
1313,tcp,1
9804,icmp,1
25475,tcp,1
703,tcp,13
5384,icmp,1
600,udp,8
27803,tcp,1
17725,tcp,1
48409,tcp,1
701,tcp,5
2188,icmp,1
436,tcp,12
29555,icmp,1
36441,tcp,1
15,tcp,8
44157,tcp,1
25093,icmp,1
51643,udp,1
27528,icmp,1
30039,tcp,1
33169,icmp,1
37112,icmp,2
57547,udp,1
61341,udp,1
29076,icmp,1
49034,icmp,1
42141,tcp,2
39890,tcp,1
51537,icmp,1
341,icmp,12
16149,tcp,1
4195,tcp,1
3786,udp,1
9742,tcp,1
24512,tcp,1
499,icmp,12
47622,icmp,1
13311,udp,1
351,tcp,9
43011,tcp,1
23466,tcp,1
11634,tcp,1
7109,icmp,1
278,tcp,8
49530,icmp,1
1939,udp,1
2970,udp,1
47021,udp,1
44075,tcp,1
58806,icmp,1
40122,udp,1
30189,udp,1
29613,udp,1
27019,udp,1
35368,tcp,1
43790,icmp,1
15692,tcp,2
29263,udp,1
26157,udp,1
760,tcp,7
25223,tcp,1
30562,udp,1
27046,tcp,1
30281,tcp,2
42222,icmp,1
885,udp,13
30885,udp,1
163,udp,4
56820,icmp,1
649,icmp,6
545,tcp,5
30400,tcp,1
127,icmp,10
46034,icmp,2
58720,icmp,1
59244,udp,2
40383,icmp,1
43616,tcp,1
15338,icmp,1
516,tcp,8
22811,tcp,1
28238,tcp,1
58633,udp,2
11,udp,8
35554,icmp,1
52360,udp,1
51021,tcp,1
62821,icmp,1
360,icmp,9
28963,icmp,1
41792,icmp,2
24876,icmp,2
36114,udp,1
10539,udp,1
60697,udp,2
56013,tcp,2
7227,udp,1
41716,tcp,1
3249,tcp,1
33995,tcp,1
33797,icmp,1
842,icmp,6
13857,tcp,1
30912,icmp,1
35748,tcp,1
17227,tcp,1
21855,icmp,1
19047,udp,1
60808,udp,1
51275,tcp,1
45869,tcp,1
48468,tcp,1
158,icmp,10
20730,udp,1
32885,icmp,1
31833,udp,2
766,udp,7
581,udp,12
251,udp,10
28837,udp,2
45192,icmp,1
18009,udp,1
40520,tcp,1
5872,udp,1
45766,tcp,1
40731,icmp,1
17294,icmp,1
31700,icmp,1
57152,icmp,1
333,icmp,7
638,tcp,8
22678,tcp,1
42744,tcp,1
12960,tcp,1
62196,tcp,1
3204,icmp,1
611,udp,7
5874,icmp,1
15263,icmp,1
4847,icmp,1
10679,udp,2
26143,icmp,1
31534,tcp,1
30024,icmp,1
835,tcp,10
28627,udp,1
35050,udp,1
8182,icmp,1
51898,tcp,1
58805,tcp,1
22570,udp,1
1853,tcp,1
60470,tcp,1
50803,tcp,1
52298,tcp,1
61943,tcp,1
5235,udp,1
748,tcp,4
22812,udp,2
48419,icmp,1
8480,tcp,1
212,icmp,9
36259,tcp,1
34334,tcp,1
37670,tcp,1
31105,tcp,1
32904,udp,1
38213,tcp,1
54083,icmp,1
36391,tcp,1
57903,tcp,1
61501,udp,1
622,udp,7
50539,udp,1
35119,udp,1
23386,udp,1
397,tcp,5
17660,tcp,1
62213,icmp,1
35218,tcp,1
28556,udp,1
752,udp,4
26750,icmp,1
39114,tcp,1
48877,icmp,1
12316,udp,1
43780,tcp,1
44282,icmp,1
40192,tcp,1
26394,udp,1
14520,tcp,2
9116,icmp,1
62239,icmp,1
11349,icmp,1
776,tcp,4
60335,udp,1
62607,icmp,1
40739,icmp,1
266,icmp,5
37950,udp,1
935,icmp,7
34893,tcp,1
19073,udp,1
18686,udp,1
13862,tcp,1
58125,udp,1
60950,udp,1
35214,icmp,1
51686,udp,1
47959,icmp,1
31085,udp,1
40873,tcp,1
56485,udp,1
811,icmp,11
24307,tcp,1
922,icmp,7
44901,icmp,1
37228,tcp,1
20949,udp,1
27728,icmp,1
39401,icmp,1
77,udp,9
35049,udp,1
970,udp,5
15137,udp,1
277,udp,12
23987,icmp,1
18650,icmp,1
35425,tcp,1
2317,tcp,1
45593,icmp,1
38114,tcp,1
1528,tcp,1
46401,icmp,1
37,tcp,7
50947,tcp,1
65086,icmp,1
42865,tcp,1
38035,tcp,1
48082,tcp,1
63062,udp,1
13378,tcp,1
57949,udp,1
250,tcp,6
35348,tcp,1
41587,tcp,1
31658,icmp,1
17497,tcp,1
29002,tcp,1
760,udp,9
1159,tcp,1
26731,udp,1
13527,icmp,1
18566,tcp,1
44554,udp,1
6152,icmp,1
64605,icmp,1
29862,udp,2
33066,tcp,1
30133,udp,1
967,icmp,8
47758,udp,1
13887,tcp,1
53933,icmp,1
52737,tcp,1
45968,udp,1
152,icmp,8
21005,icmp,1
52780,icmp,1
57552,icmp,1
81,tcp,9
43211,icmp,1
48166,icmp,1
35697,tcp,1
57828,tcp,1
34376,tcp,1
566,icmp,12
47084,tcp,1
7345,udp,1
384,udp,4
401,tcp,6
16016,icmp,1
47478,udp,1
281,tcp,8
806,icmp,8
14922,udp,2
138,icmp,8
32851,udp,1
59979,icmp,1
13556,udp,3
7018,udp,1
48935,udp,1
40808,icmp,1
619,icmp,6
55623,tcp,1
56434,udp,1
24258,icmp,1
238,icmp,7
10202,udp,1
18900,udp,1
34430,icmp,1
33085,tcp,2
492,tcp,8
17010,icmp,1
815,tcp,8
585,tcp,10
52684,udp,1
55154,tcp,1
23429,tcp,1
13,udp,4
23321,tcp,1
10893,tcp,1
25175,tcp,1
3924,icmp,1
51292,icmp,1
34781,icmp,1
42216,udp,1
62053,udp,1
45856,udp,1
14,icmp,15
143,tcp,5
61177,tcp,1
730,udp,7
11194,icmp,1
169,icmp,6
688,tcp,8
57493,udp,1
16002,tcp,1
57730,udp,1
38824,icmp,1
14963,udp,1
43337,tcp,1
10617,udp,1
37675,icmp,1
31364,udp,2
514,icmp,8
63417,tcp,1
19029,tcp,1
51714,tcp,2
44098,tcp,1
8898,udp,1
57627,udp,1
812,udp,10
19524,tcp,1
12550,icmp,1
16240,udp,1
61332,icmp,1
12504,tcp,2
55117,tcp,1
269,icmp,2
1554,icmp,1
46770,icmp,1
53282,udp,1
19071,icmp,1
50022,tcp,1
26318,udp,1
24136,icmp,1
636,tcp,8
12177,tcp,1
40140,icmp,1
1401,icmp,1
38575,icmp,1
48136,udp,1
23189,udp,1
23406,icmp,1
15491,tcp,1
382,icmp,6
29561,icmp,1
17388,icmp,1
10550,tcp,2
49676,icmp,1
56965,tcp,1
23206,icmp,1
28896,tcp,3
45708,tcp,1
29309,udp,1
62092,icmp,1
974,icmp,6
109,tcp,8
38369,udp,1
31703,udp,1
27666,udp,1
7070,icmp,1
34816,udp,1
15698,tcp,1
58365,tcp,1
31331,udp,1
31200,tcp,2
32829,udp,1
65517,icmp,1
61221,icmp,1
43422,icmp,1
798,tcp,6
27361,icmp,1
6147,udp,1
3551,udp,1
2791,udp,1
64147,icmp,1
44416,tcp,1
43013,udp,1
15521,icmp,1
603,icmp,7
43537,icmp,1
41687,icmp,1
235,icmp,7
581,tcp,4
63613,tcp,1
37521,tcp,1
5052,icmp,1
37758,tcp,1
40882,tcp,1
79,icmp,5
30407,udp,1
55934,tcp,1
49878,icmp,2
24016,tcp,1
257,udp,6
53789,tcp,1
43360,icmp,2
20389,udp,1
28143,tcp,1
29283,tcp,1
43588,udp,1
36473,icmp,1
4522,tcp,1
60965,tcp,1
16422,icmp,1
446,tcp,8
37636,icmp,1
17774,udp,1
51441,udp,1
9824,icmp,1
40325,tcp,1
110,udp,2
18721,icmp,1
49942,icmp,1
3200,icmp,1
48270,tcp,1
62615,icmp,1
49886,tcp,1
11610,icmp,2
14872,icmp,1
56936,udp,1
9864,udp,1
11924,icmp,1
1092,udp,1
526,udp,5
59490,icmp,1
7851,icmp,1
32025,tcp,1
602,udp,9
60652,tcp,1
36871,tcp,1
45228,tcp,1
39942,icmp,2
57632,tcp,1
41645,icmp,1
5997,tcp,1
57241,icmp,1
50966,udp,1
590,udp,10
22137,icmp,2
507,tcp,8
12124,tcp,1
53742,udp,1
14085,icmp,1
20322,tcp,1
21184,udp,1
31925,udp,2
2539,icmp,1
12066,icmp,1
51266,tcp,1
51457,icmp,1
62958,icmp,1
8250,icmp,1
157,udp,7
42,tcp,10
24408,udp,2
824,udp,6
12745,tcp,1
36580,icmp,2
50874,udp,1
12947,udp,1
55638,tcp,3
43233,tcp,1
303,udp,10
49392,tcp,1
40090,icmp,1
769,icmp,4
1602,udp,1
422,icmp,15
47259,udp,1
282,tcp,5
45924,icmp,1
47536,udp,1
42024,tcp,1
39595,udp,1
10425,icmp,1
43531,icmp,1
608,icmp,8
27489,udp,1
49813,udp,1
87,icmp,6
21829,icmp,1
13363,tcp,1
43678,icmp,1
957,tcp,5
225,icmp,7
6709,tcp,1
36693,icmp,1
62654,tcp,1
40705,udp,1
29275,tcp,1
58259,icmp,1
48482,udp,1
412,icmp,10
36038,udp,1
49577,icmp,1
32919,icmp,1
14151,icmp,1
614,udp,11
17426,udp,1
5213,udp,1
773,tcp,10
5722,udp,1
90,icmp,8
17315,udp,1
6780,udp,1
44155,tcp,2
8958,udp,1
27003,icmp,1
17944,icmp,1
37839,udp,1
21324,tcp,1
284,tcp,11
38473,tcp,1
12245,icmp,1
30815,udp,1
55877,tcp,1
38309,icmp,1
312,udp,4
1566,udp,1
64065,icmp,1
48624,udp,1
61084,icmp,1
483,udp,6
16617,udp,1
45772,icmp,1
38635,udp,1
18042,tcp,1
39269,tcp,1
50517,udp,1
339,tcp,7
52323,udp,1
58959,icmp,2
50138,tcp,3
36134,icmp,1
5890,udp,1
52610,icmp,1
15226,tcp,1
33938,icmp,1
734,icmp,4
60486,udp,1
